content,score,year,month,day,tone
email aktivasinya lama udah dua hari nga dapat kodenya jadi ga bisa hehe,1,2022,12,15,-1
aplikasi ini masih sangat butuh perbaikan lagi agar kedepanya para warga indonesia kita ini dapat merasakan manfat dengan adanya aplikasi ini,5,2023,4,4,1
tolong tambah bantuan menu verivikasi kasian orang yang lupa nomer pin nya,2,2023,6,20,-1
aplikasi apa ini instal trus dioperasikan ga bisa,1,2023,3,7,-1
ga suka lebih bagus pakai yang fisik,2,2023,12,29,-1
kok ktp digital di hp saya gabisa ya tulis keterangan nya *terjadi kesalahan koneksi*,3,2024,5,20,-1
menunya gabisa dibuka,1,2023,10,16,-1
scan barcode kok invalid mulu sih,1,2022,11,26,-1
aplikasi bodong awas bakal di jdikan suara pemilu,1,2023,12,16,-1
bagus mudah dan bermanfat,5,2023,8,10,1
harus pake pulsa kah daftar nya ini tolong info nya,1,2023,8,7,-1
kok sekarang sering lama memuat ya pdhl sinyalnya buat internetan yang lain bagus aja tp masuk aplikasi ini katanya koneksi jelek,1,2023,12,13,-1
aplikasinya gak bisa dibuka,1,2024,2,24,-1
udah2 tenangehdokumen lainya sekarang pada menghilangimana atu,4,2023,2,18,1
tolong donk tuk verifikasi fto kok ga bisa bisa ya gmn mo memajukan rakyat jika pengurusany aj susah,1,2022,7,22,-1
kenapa ya saya ga bisa instal aplikasinya,2,2022,8,5,-1
mudahmudahan menjadi solusi untuk keterbatasan blangko,5,2022,9,5,1
tolong ditambahin dokumen lain seperti akta kelahiran ijazah dl seperti itu,4,2023,5,25,1
suka ngelek kalau dibuka aplikasi nya,2,2024,2,26,-1
jangankan digunakan dibuka aja gak bisa,1,2023,3,16,-1
cuma bisa cetak kia anak k akta lahir dan ktp harus kepetugas juga nungu juga,2,2024,4,5,-1
kasih 2 dulu karna susah masuk padahal sudah saya download,2,2023,1,2,-1
tampilan aplikasi mengerikan,1,2024,2,13,-1
petugas pelayanan nya cepat dan tangap,5,2023,5,28,1
payah indonesia payah payah aplikasi apa gagal trs,1,2024,4,21,-1
aplikasi ini sangat bermanfat bagi masyarakat pemerintah lembaga dalam pelaksanan pelayanan publik,5,2023,6,6,1
kenapa ngak bisa download padal ram sdh dikosongkan,1,2023,2,22,-1
sangat membantu dalam kelengkapan berkas,5,2023,1,24,1
ujung2nya tetap harus ke dukcapil juga untuk meminta qr code,1,2024,2,26,-1
terimakasih atas adanya aplikasi ini sangat membantu sekali,5,2023,6,14,1
aplikasi gak jls gak bisa masuk,1,2024,2,24,-1
repot mau diminta scan kode qr artinya kita harus ke dukcapil bukanya ini ceck online,2,2023,2,10,-1
wah sesat nih gak ada menu login,4,2023,9,23,1
identitas kependudukan digital ini merupakan inovasi yang luar biasa perwujudan go digital yang nyata dari ditjen dukcapil kemendagri semoga perbaikan dan pengembangan sistem tetap dilakukan sesuai kondisi di masyarakat dukcapil bisa,5,2022,11,28,1
aplikasi burik gak niat bikin aplikasi apa gak becus bikin aplikasi tolol,1,2023,3,20,-1
aplikasi keluar sendiri keamanan kurang,1,2022,10,12,-1
ribet parah masa mau login aja harus ke dukcapil lagi woi lu ribet,1,2023,11,15,-1
ga bisa dibuka cuma memuat tok,1,2024,1,19,-1
aplikasi pemerintah parah semua masa harus barcode makin ngaco,1,2022,9,26,-1
saya menganti ktp dng yang baru karena fotonya di ktp buram biasanya berapa hari ya kok dah 2 mingu gak ada kabarnya,3,2023,2,14,-1
ribet untuk pendaftaran saja sdh ribet,1,2024,1,1,-1
saran saya tambahkan fitur lupa pin pada layar depan,3,2023,7,26,-1
untuk tampilan login lama,1,2024,4,1,-1
kurang baik karena tidak berjalan sesuai dengan harapan,1,2022,10,18,-1
aplikasi ini sangat membantu untuk data pribadi kita,5,2023,1,20,1
aplikasi gak jelas coba ini mikirnya gimana konsepnya mau apa bikin ribet,1,2023,1,26,-1
ribet ulang lagi ulang lagi,1,2024,5,6,-1
aplikasi yang sangat luar biasa,5,2023,7,10,1
saya heran tidak semua orang tau ikd ini namun bagi yang tau info ini harus daftar ikd ke dukcapil terdekat jadi begitukah cara mempermudah layanan publik negara ini petugas dukcapil duduk manis di kursi empuk ruang ber ac sambil santai nyamil makanan ringan masyarakat harus wira wiri kesana kesiniantri belum lagi petugas nya cuwek sok sibuk kadang bilang maaf sistem sedang eror maaf petugasnya sedang rapat dl bayangkan jika anda yang mengalami hal ini apakah anda gembira,1,2023,12,22,-1
tidak bisa login dr awal,1,2023,2,21,-1
sebenarnya aplikasi ini sudah bisa dipakai atau belum siap ya,1,2023,2,12,-1
aplikasi sampah bukan membantu malah mempersulit negara apa ini,1,2023,12,18,-1
terjadi kesalahan koneksi di aplikasi identitas kependudukan ini,1,2023,3,11,-1
terjadi kesalahan koneksi,1,2023,1,25,-1
ikd sangat bagus mudah di registarsi,5,2023,6,6,1
tidak bisa di gunakan,4,2024,4,30,1
makin di kembangkan agar makin bermanfat,5,2023,7,12,1
sangat memudahkan urusanpokokny mantul,5,2023,1,24,1
sulitnya meng akses / jaringan,1,2024,2,7,-1
memudahkan bagi penguna yang lupa tidak membawa ektp,5,2023,11,18,1
bagus bisa memudahkam masyarakat dlm mengurus data kependudukansemoga tambah mantap,5,2023,8,17,1
ya ampun harus ke dukcapil lagi scan barcode aduh kok nangung sih hahahah,1,2022,7,25,-1
gagal sat mau instal aneh,1,2024,3,2,-1
aplikasi sangat mempermudah penguna dalam proses dlam mengurus kependudukan di suatu daerah,5,2023,7,27,1
aplikasi kurang stabil,5,2024,2,25,1
mantap hanya perlu peningkatan,4,2023,3,28,1
maaf sebelum saya download saya mau tanya aplikasi ini bisa untuk mengurus perpindahan domisili ga ya,3,2022,8,10,-1
sangat membantu saya suka inovasi ini,5,2023,1,31,1
tidak bisa membuka dokumen,1,2023,12,15,-1
apakah aplikasi ini bisa pengajuan cetak ktp gak,5,2023,7,11,1
kirain hp nya yang rusak ternyata aplikasi nya,1,2023,5,30,-1
saya kira cukup pake hp saja ternyata masih harus ke capil,1,2022,10,16,-1
anjir susah bner loe mau di pakai mendingan gak usah ada aplikasi,1,2023,1,3,-1
jaringan gua bgus anjr masa gda koneksi pas dbuka,1,2023,2,24,-1
qr dmn kita bisa temukan qr nyagk masuk mohon infonya,3,2023,10,26,-1
ada yang bisa jelaskan cara login tapi lupa sandinya,2,2022,9,29,-1
fungsi aplikasi ini untuk apa memangkas birokrasi saya rasa tidak karan tetep wae mbulet,1,2023,5,21,-1
ini bapak atau ibu mentri yang buat aplikasi ini waras ini mah bukan online pak bu sama aja datang ke dukcapil cuma buat barcodeyang jadi pertanyan kok bisa orang yang buat dan ngusulin aplikasi ini jadi asnmasa otaknya dibawah pengemis yang hina bobrokhaduh gak waras dan gak tau malu ini aplikasi,1,2023,1,25,-1
semoga ikd dapat digunakan utk mengakses setiap pelayanan publik utk itu perlu dilakukan sosialisasi secara masif,5,2023,1,20,1
ini disuruh scan kode qr kode qr mana yang harus di scan ektp saya koq gak ada qr nya,1,2022,10,19,-1
tidak perlu khawatir ketika ada berkas kependudukan yang ketingalan,5,2023,6,6,1
bagai mana cara masuk nya saya sudah kasih no nik sayatpi gmail dan no hp saya selalu di tolak mohon bantuan nya,4,2023,10,5,1
kenapa daftar online pakai scan barcode yang diberikan petugas segala percuma download aplikasinya kalau hrs datang ke kantor dukcapil,3,2023,3,27,-1
sangat memuaskan dan sangat membantu,5,2023,1,27,1
keamana yang luar biasa,5,2024,4,28,1
belum bisa buka aplikasinya,5,2023,12,29,1
makin mudah pngurusan terima kasih,5,2023,3,8,1
scan barcode yang discan yang mana,1,2022,9,13,-1
beberapa waktu lalu ga bisa akses,3,2024,3,13,-1
luar biasa mantap sangat membantu,5,2023,9,3,1
ya namanya juga aplikasi pemerintah asudah pasti bobrok,1,2023,4,11,-1
seandai y hp ilang gmn trus kalo gak punya hp,1,2023,1,3,-1
sangat membantu terima kasih ya dukcapil,5,2023,3,2,1
saran perbarui sistem aplikasi kinerja permudah urusan masyarakat kalo bikin aplikasi harus tepat bermanfat,1,2022,9,21,-1
aplikasi gak guna barcode apa bray,1,2022,11,29,-1
aplikasi buruk tidak bisa bukabual,1,2023,5,23,-1
gak kebuka aplikasinya selalu eror,1,2024,2,23,-1
sangat memuaskan dan memudahkan,5,2023,2,22,1
mantap luar biasa hebatnya,5,2024,1,10,1
ngebug lola masuk sinyal bnyak,1,2024,1,24,-1
pelayanan prima sangat membantu di sat lupa bawa dokumen ktp k dan lain lain nya,5,2023,9,6,1
aplikasi jelek bgt loading terus,1,2024,1,3,-1
aplikasi gak jelas ngurus ktp masih di minta pungli parah,1,2022,11,22,-1
aplikasi tidak bisa dinstal,1,2023,3,11,-1
aplikasi yang diwajibkan kok login aja susah,1,2024,4,24,-1
susah sekali mau masuk aplikasinya,2,2024,3,6,-1
aplikatif bagus sangat membantu,5,2024,4,25,1
mau login aja susah memuat mulu lama banget sampe 2abad,1,2024,3,5,-1
woi pejabatpejabat korup bikin aplikasi begini ajah kaga becus parah,1,2024,3,25,-1
kesulitan membuka aplikasi,4,2024,3,1,1
katanya serba online ini aja kadang ganguan dan ad brpa pihak bng blom bisa pakai ktp bgni astaghfirulah mkin susah aja ini peraturan,2,2024,3,23,-1
tidak bisa daftar,1,2024,2,27,-1
konsep sangat bagus eksekusi ah sudahlah,1,2024,4,26,-1
kenapa gak bisa foto selfie,1,2023,12,12,-1
semoga bermanfat dan aplikasi lebih baik,4,2024,3,22,1
mohon di perbaiki berkaitan pelayanan publik untuk memudahkan pengunamasyarakat,4,2024,3,17,1
aplikasi bikin pusing gak altif,1,2024,3,26,-1
sangat bergunadan bermanfat,5,2024,3,18,1
alhdulilah terimakasih banyak atas aplikasi ikd yang sangat membantu masyarakat julawati kabuaten simeulue provaceh,5,2024,4,18,1
gimana cara mengatasi kesalahan koneksi,1,2024,3,23,-1
ini akibat pemerintah sering korup ngurus data aja ga bener bego korup di gedein biar ancur ni negara,1,2024,3,18,-1
yang nama punya pemerintah ya pasti gak akan guna,1,2024,3,16,-1
aplikasi nya udah gak bisa di buka,1,2024,4,19,-1
aplikasi gak niat dibuka susah,1,2024,4,26,-1
digital bukanya permudah dari rumah tapi tetep aja kudu kekantor,1,2024,4,20,-1
aplikasi sampah dh 5 x download tp ga bs dbuka,1,2024,3,5,-1
gimana nih aku bru aj bres bkn perpindahan k k asli lngsung d ksh dr disduk capil cmn ktp hrs download aplikasi ni eh mlh ribet gimana mau liat ktp nya coba tolong d bntu lah soalnya ktp kan penting,1,2024,2,27,-1
terjadi kesalahan koneksi padahal wifi 10 mbps kuota 50 mbps developer ga jelas,1,2024,3,21,-1
ok sangat membantu dalam mengetahui jati diri,5,2024,2,28,1
aplikasi tidak berbobot dan menyusahkan warga,1,2024,3,20,-1
susah banget mau buka data diri sendiri aja,1,2024,2,27,-1
sinyal bagus gabisa konek,1,2024,3,6,-1
aplikasi gak bisa di buka,2,2024,4,26,-1
kenapa verifikasinya harus scan qr terlalu ribet,2,2024,4,22,-1
buruk sekalisering ofline,1,2024,4,26,-1
lah apknya cume loading doang ngak bisa ngapangapain,1,2024,4,25,-1
ribet sekali harus ke dukcapil masa peduli lindungi aja gak harus ke puskesmas buat barcode,1,2024,4,26,-1
lupa pin tidak ada cara untuk ganti pin,2,2024,3,26,-1
4 bulan membuat akta kelahiran belum jadi2,1,2024,4,15,-1
bs didownload dibuka memuat terus,1,2024,3,22,-1
susah download kebnyakn peraturan tp susah jd mending gak usah di download,3,2024,4,12,-1
mempermudah untuk lihat data k,5,2024,3,19,1
aplikasinya nga bisa di buka,4,2024,3,28,1
aplikasi sampah dana doang gede aplikasi nya kek ek,1,2024,3,4,-1
kalo lupa pasword apa harus dateng ke dukcapilnya kah,4,2024,3,11,1
lagi dibutuhin malah ga bisa dibuka lieur ah,1,2024,3,19,-1
mau buka aja susah bgt aneh mempersulit masyarakat lantas untuk apa aplikasi ini,1,2024,3,18,-1
aplikasi ini tidak berguna sama sekali,1,2024,3,23,-1
susah banget buat daftar,1,2024,3,5,-1
berfungsi dengan baik,5,2024,4,19,1
aplikasi masih susah untuk dibuka,1,2024,3,16,-1
sistem keamanan apa sudah benar2 aman,1,2024,4,25,-1
parah giliran mau di pke g bisabuat apa ada bginian kalau tidak membantu,1,2024,3,19,-1
gak bisa d screnshot,2,2024,2,28,-1
aplikasi nya tidak bisa di login mohon admin di perbaiki aplikasi,3,2024,4,26,-1
percuma kalo registrasi harus tetap di dukcapil,1,2024,3,1,-1
aplikasi nga guna tidk bisa di buka,1,2024,3,15,-1
ini aman gak nanti mudah di tembus heker yang ada identitas jadi penyalahgunan,2,2024,2,27,-1
aplikasi tidak bisa dibuka,1,2024,4,25,-1
kok gak bisa dinstal di android saya,5,2024,4,20,1
suruh mbayar dikumpulkan yang dpt duit nya yang disana,1,2024,3,18,-1
nangung kalo online tapi suruh scan ke petugasnya,1,2024,4,20,-1
bukanya memudahkan malah bikin ribet,1,2024,3,6,-1
kok susah unuk login,5,2024,3,7,1
kamera depan nya buram,2,2024,3,13,-1
selamat memasuki era digital dukcapil menuju indonesia maju,5,2024,2,27,1
parah nieyg bener ajh ini aplikasi dukcpil atau bukan,1,2024,3,14,-1
kok punya saya gak bisa di bukak ya dri tdi siang sampe sore tolong dong gmna ini,1,2024,2,28,-1
please ng bug ae padahal lgi butuh bnget ktp,1,2024,3,26,-1
percuma pakai aplikasi ini kalau ngurus apapun masih pakai ktp fisik saya org jauh dari pusat kota untuk ngambil beras di kantor pos ngantri lama pas minta ktp saya kasih ktp digital ditolak hasilnya saya disuruh pulang lagi untuk ambil yang asli,1,2024,3,16,-1
apknya gak bisa di akses,1,2024,4,26,-1
kocak gak bisa masukatanya ga ada internetemangnya di tengah lautan apa sih,1,2024,3,14,-1
dimana online nyaklo mesti dateng ke dukcapil juganegara konoha udah sakit parah,1,2024,3,31,-1
kenapa engk bisa dibuka ya,2,2024,4,19,-1
sama aja bohong harus datang ke dukcapil daerah asal bego,1,2024,4,23,-1
mau masuk aja lama sekali dan gagal2,2,2024,3,6,-1
ga guna orang sibuk susah mau ke kantor pelayanan ngapain adain online gini,1,2024,2,27,-1
gak jelas pinya udah bener tetep salah pun terus nyusahin,1,2024,4,3,-1
lebih mudah di akses,5,2024,3,22,1
sama sekali tidak bisa d buka,1,2024,4,26,-1
ribet percuma bikin online ujungujungnya ya jalan,1,2024,3,5,-1
menyusahkan masa lupa pasword gak ada solusi,1,2024,4,4,-1
pengen ngdownload ini tp liat review2 kyk gini smua cancel dh,2,2024,3,8,-1
aplikasi apa ini gak berguna sama sekali,1,2024,3,27,-1
proses masuk sangat lama,1,2024,3,1,-1
aplikasi nya ga bisa di bukagk guna,1,2024,4,22,-1
gabisa dibuka lagi proyek gagal,2,2024,4,4,-1
oke mantap petugasnya melayani dengan baik terima kasih mas yoby pradana capil demak,5,2024,3,7,1
kurang masa di suruh scan ke petugas dukcapil si ngpain online kalo ujung ujung kesana juga,1,2024,2,26,-1
untuk permohonan cetak ulang e ktp nya gimana,5,2024,3,8,1
gak bisa digunakan aplikasi ini,1,2024,3,23,-1
berapa kali di download gak bisa hadew,1,2024,3,15,-1
sangat puas dg aplikasi ikd,5,2024,4,17,1
pokoknya sukses aplikasinya,5,2024,3,3,1
di update lah biar ga eror,1,2024,4,11,-1
alhamdulilah udh bisa digunakan,5,2024,4,25,1
tidak memudahkan sama sekali,1,2024,4,20,-1
bermanfat dan memudahkan,5,2024,3,19,1
gak bisa digunakan sama sekali,1,2024,3,8,-1
aneh sekarang tidak bisa di buka,1,2024,3,18,-1
tidak bisa di akses,1,2024,4,18,-1
kenapa aplikasi pemerintah kebayakn susah di gunakan,1,2024,3,8,-1
percuma gunakan aplikasi kalau ujungnya login harus di don dukcapil,2,2024,3,15,-1
tidak bisa daftar,1,2024,3,7,-1
lha ngapain ada aplikasi kalau harus dihadapan petugaspantesan bintang nya jeblok,1,2024,2,27,-1
gak guna ngisi online sendiri pas verifikasi kedukcapil buat apa online intinya pegawai dukcapil males input data kependudukan masyarakat maka masyarakat suruh input sendiri mereka tingal menyodorkan qr code percuma digaji ujung2 masyarakat yang suruh kerjain pekerjan mereka,1,2024,3,17,-1
aplikasi ga bisa dibuka,1,2024,4,14,-1
sangat membantu bangat,5,2024,3,7,1
maaf pak perbaikin sistem ny kenapa eror pak,1,2024,3,23,-1
aplikasi ta'ik gagal produk jangan di download,1,2024,3,25,-1
bagus pelayanan,5,2024,3,19,1
kok ngak bisa di buka ya padahal internet ok,1,2024,4,17,-1
susah bahkan nga bisa dibuka,1,2024,3,13,-1
salahsatu bukti indonesia semakin maju,5,2024,4,15,1
sangat berguna untuk rakyat indonesia,5,2024,3,10,1
kenapa d hp saya tidak bisa d instal ya,1,2024,3,4,-1
tidak berguna imel no hp falit kode qrnya ndk kunjung di kirem aplikasi kopet,1,2024,3,30,-1
saya puas dengan pelayanan aplikasi ini,5,2024,3,6,1
aplikasi yang tidak ada manfat bagi masyarakat,1,2024,3,9,-1
memudahkan semua kegiatan yang mengunakan data nik k da ktp,5,2024,3,5,1
loading nya luama banget bisa di tingal rebus mie sampai nyuci piring terus bobo,1,2024,4,23,-1
bersih n didaerah palembang padahal aku nyari calo biar cepat katek lg aowkwok hebat pemerintah skrng,5,2024,4,18,1
proses registrasi datang ke dukcapil ambil form daftar ke loket untuk ambil antrian verifikasi ke staf dukcapil isi data apl ikd selfi untuk verifikasi data verifikasi di email login,5,2024,4,2,1
aplikasinya gabisa dibuka,1,2024,4,18,-1
sudah daftar tapi gak bisa,1,2024,3,17,-1
untuk awalan aplikasinya sangat membantu,5,2023,3,6,1
aplikasi negara malah kayak apa tau,2,2024,4,2,-1
lemot terus pdhl jaringan bgs,1,2024,4,11,-1
aplikasi cacat tidak berguna,1,2024,3,13,-1
sekelas pemerintah buat aplikasi sampah kalau belum siap gak usah buat aplikasi,1,2023,12,8,-1
mau masuk kok susah banget,1,2024,4,22,-1
pelayanan secara langsung maupun online sama bobrok,1,2024,3,15,-1
semkga lebih baik dan bermanfat,4,2024,3,25,1
sekelas situs aplikasi kemendagri aja sepele gini,1,2024,4,12,-1
mau tanya kalau saya lupa paswordgimna ya caranya tolong,5,2024,4,18,1
sangat berguna mantap,5,2024,3,26,1
tetep harus ke dukcapil bukan online ini sih namanya,2,2023,7,15,-1
aplikasi tidak membantu mau daftar suruh scan kode petugas dukcapil buat verifikasi,1,2024,3,13,-1
knp tidak bisa terbuka,1,2024,4,19,-1
aplikasi gak jelas ribet belibet,1,2024,3,18,-1
susah untuk login,1,2024,3,15,-1
sulit di bukak aplikasinya,4,2024,3,4,1
alhamdulilah jadi lebih baik indonesia ku,5,2024,3,6,1
perasan pin udah bener kenapa salah ya,1,2024,4,11,-1
lelet sulit di buka,5,2024,4,4,1
buat apa kita dowunload apliksi initah apa yang di arahin,1,2024,4,21,-1
tidak bisa dibukamalah ribet,1,2024,4,19,-1
bintang 5 tp skrg ga bisa di buka knp,5,2024,4,26,1
percuma kalo ujung harus ke dukcapil,1,2024,4,9,-1
aplikasi tdak bisa d buka,1,2024,4,4,-1
terimakasih sudah masyarakat dlm kepemilikan adminduk digital disdukcapil simeulue memang keren abis,5,2023,8,8,1
sangat susah di buka,1,2024,4,26,-1
kartu keluarga tidak bisa dibuka,4,2024,3,11,1
saya lupa pin bagaimana cara mereset nya,3,2024,3,7,-1
kode pin ny apa iya saya mau masuk aja susah banget,5,2024,4,9,1
bener2 nih aplikasi buat buka aja butuh berjam jam,1,2024,3,21,-1
aplikasi gajelas tolong permudah tidak harus scand qr segala,1,2024,4,23,-1
buruk sangat buruk bikin susah,1,2024,3,4,-1
parah ngak bsa d buka aplikasi nya,1,2024,3,21,-1
apknya sangat membantu,5,2024,3,7,1
kenapa sekarang susah banget buka nya,2,2024,3,1,-1
sangat luar biasa,5,2024,2,27,1
sangat luar biasa,5,2024,2,28,1
kenapa susah di download bro,1,2024,3,2,-1
di wil kami komp translok purn au suatu daerah tertingal desa langensari keclangensari kota banjar jabar belum banyak diketahui warga kami kurang info dari pemerintahan setempat,1,2024,4,16,-1
aplikasi gak bisa di buka,1,2024,3,25,-1
susah untuk login,2,2024,4,4,-1
aplikasi yang sangat tida membantu,1,2024,4,26,-1
eror tak bisa di akses,1,2024,4,26,-1
tidak bisa di instal,1,2024,3,5,-1
jaringan payahngak bisa di buka,1,2024,4,26,-1
anda jangan dulu desa dulu baru bisa,5,2024,4,18,1
aplikasinya sgt memudahkan pelayanan dukcapil,5,2023,6,6,1
gak niat bikin aplikasi,1,2024,4,26,-1
aplikasi terjadi masalah takut di sadap,1,2023,6,26,-1
sangat mempermudah,5,2024,3,7,1
kok muter muter ya dibuka susah,2,2024,4,19,-1
pengunan ktp digital ditolak oleh pihak bank,1,2024,4,18,-1
aman dan bawa nya juga ringan,5,2024,2,27,1
gak jdi pke terlalu sulit dftarnyamenyusahkan masyarakat bukan memudahkan,1,2024,4,17,-1
cara mendapatkan qr code dari dukcapil bagaimana sat registrasi,1,2024,3,5,-1
ui nya jelek,1,2024,4,5,-1
bagus sekali aplikasinya sangat membantu,5,2023,2,15,1
saya hari ini urus ikd di balaidesa tapi beberapa kali daftar didampingi petugas namun gagal akhirnya petugas bilang katanya hp saya yang bermasalah apakah saya harus ganti hp baru hanya untuk mengurus ikd apakah tidak ada cara lain,1,2023,11,23,-1
mau daftar ikd harus ke dukcapil dulu yah,5,2024,3,7,1
lemot aplikasinya,2,2024,4,21,-1
gak bisa dibuka cok,1,2024,2,29,-1
aplikasi taikucing sampah,1,2024,3,4,-1
layananya lemot,1,2024,3,13,-1
aplikasi tidak akurat,1,2024,4,26,-1
menuju masyarakat indonesia digital,5,2024,3,1,1
akhir2 ini tidak bisah terbuka,3,2024,4,5,-1
aplikasi bagus mendukung 0 zero emision,5,2024,3,21,1
harus ke dugcapil lagi ngapain repot repot buang buang waktu aplikasi ini tidak membantu dan tidak mempermudah melain kanhamya mempersulit dan tidak berguna hapus saja dari plah store,1,2024,3,3,-1
sangat membantu sekali,5,2024,4,1,1
pelayanan di dukcapil sibolga sangat baik,5,2024,2,29,1
aplikasi rusak buang2 angaran,1,2024,3,28,-1
identitas kependudukan sangat memberi kemudahan,5,2024,4,21,1
ini untuk memudahkan masyarakat permohonan mencetak k aja ngk di respon harus kedukcapil lgi gmna dengan saya bpk penguasa hampura di abdi ulah janten rahet maneh maklum saya hanya rakhyat letik nu te ngarti kana tingkah pola penguasa,2,2024,3,7,-1
aplikasi ini sangat membatu,5,2024,4,26,1
kok bisa ada yang ngasi rating 5,1,2024,3,23,-1
aplikasi lumayan bagus,4,2024,2,28,1
selalu gagal buka ktp dan kmohon segera diperbaikisebelumnya trimakasih,5,2023,12,1,1
kalo lupa pasword nga ada solusinya,1,2024,3,21,-1
sampah kalau bikin apak yang layak dong,1,2024,3,3,-1
sangat membantutrima kaih,5,2024,4,4,1
apa ini foto aja susahparah,1,2024,3,5,-1
bagus aplikasi ini membantu saya,5,2024,4,22,1
di android 8 susah di buka,3,2024,4,20,-1
aplikasi sngat bagus,5,2024,4,5,1
ganguan terus,1,2024,3,28,-1
lebih tingkatkan lagi,5,2024,3,27,1
wowsangat bermanfat sekali,5,2024,2,27,1
tidak bisa login,3,2024,3,1,-1
verifikasi wajah kok ga muncul mukanya,1,2024,3,6,-1
tidak berfungsi,1,2024,3,7,-1
kalo lupa pin gimana caranya,3,2024,3,10,-1
ko ga bisa dibuka aplikasi nya,1,2024,4,26,-1
mantap mempermudah,5,2024,4,18,1
muter muter terus contoh aplikasi bank bca lancar tanpa kendala,1,2024,1,30,-1
parah euy blom buat akun baru mau masuk masukin pin pin apa coba,1,2024,1,10,-1
aplikasi nya bagus dan sangat membantu,5,2022,12,3,1
kenapa aplikasi ikd saya deri bln kemarin sampae sekarang gak bisa di buka,4,2024,1,8,1
ribetlah hp gak suportlah kalo ganti hp juga kudu ke kantor camat lah,1,2023,9,15,-1
kenapa harus digital memalui hp android bagaimana jika orang tidak mampu tidak mempunyai hp android atau orang tua yang tidak mengerti mengenai hp begitu sulit nya mau mempunyai ektp,1,2022,9,30,-1
digital keren capil metro,5,2023,2,2,1
tidak melayani dgn baik sat ke kantor,1,2023,12,4,-1
pelayanan dukcapil pamekasan memuaskan mbak operatornya ramah dan baik hati,5,2023,3,2,1
pelayanan registrasi ikd di balai desa pagentan pagentan banjarnegara jateng cepat ramah dan sopan ok banget,4,2024,4,28,1
tidak dapat di instal sama sekali,1,2022,6,10,-1
ribet ndaftar harus pake scan qr intinya tetep harus ke disdukcapil,1,2023,1,7,-1
kenapa saya gak bisa login hanya ada tulisan coba lagi,2,2023,3,4,-1
aplikasix tak bisa terbuka,2,2023,2,1,-1
sangat membantu dalam pelayanan administrasi kependudukan,5,2022,6,14,1
aplikasi sangan membantu,3,2024,3,8,-1
burukmau selfi wajah susah banget,1,2023,8,23,-1
pelayanan yang diberikan sangat bagus,5,2023,1,20,1
tetep harus datang ke kantor dukcapil donk buat scan barcode why,1,2022,10,18,-1
ikd bagus untuk yang pake iphone mohon di segerakan,5,2023,2,15,1
aplikasi ny gak bisa dibuka,1,2024,2,24,-1
inovatif dan sangat bermanfat,5,2022,12,3,1
oktapi dokumen tidak bisa di bukasolusi nya dong,5,2023,10,30,1
gabisa ngambil foto aneh,1,2023,2,21,-1
urus ktp jadi lebih mudah gak ribet,5,2023,1,15,1
sistemnya buruk pelayanan juga jelek ah entahlah ya,1,2024,1,2,-1
masih banyak lembaga yang meminta ktp fisik membuktikan bahwa pemerintah dan lembaga tidak bisa bekerja sama,1,2023,10,4,-1
bagus tapi gatau min cara diprint ktpnya,5,2023,7,10,1
data kependudukan nya belum lengkap,3,2022,8,11,-1
gak bisa ambil foto hanya blank hitam,1,2023,2,19,-1
keren bisa mengajukan adminduk cukup dr hp dan gak perlu kmana mana gratis lg semoga kedepanx bisa konek degan pelayanan lainx seperti bpjs bank dl,5,2023,6,6,1
aplikasi yang unik dan lumayan membantu,5,2023,6,9,1
mau cari tau aja susah gembel banyak disalahgunain data kita buka aja ga bs,1,2024,1,30,-1
baik dan aman,5,2024,3,13,1
aplikasi pemerintah rata busukbeda sama aplikasi swasta dari kinerja sampai pelayananya jauh beda padahal pemerintah yang notabenya pelayan masyarakat,1,2024,2,16,-1
masih tahap percoban nih belum bisa dibuka,1,2023,2,21,-1
kenapa suka keluar sendiri dari aplikasinya,1,2023,12,30,-1
lol sama aja harus ke kantor dukcapil lg untuk dapat kode qr gak jelas,1,2022,10,22,-1
serba online tapi malah riwueh hesebuat apa ada daptar online tpi aplikasi ga bisa d bukabuat apa ada pkerja,1,2023,3,20,-1
mantap sekali kartu kia bisa tingal print ke dinas no nungu2 lama club sukses,5,2023,1,20,1
aplikasi jembot susah login,1,2024,5,2,-1
tingal di aplikasikan ke pengunaitu akan lebih baik,5,2023,6,7,1
katanya regis harus pakai hp sendiri nanti kalau misal hp rusak aplikasi harus regis ulang lagi,1,2022,7,28,-1
kalo gak siap bikin aplikasigak usah gembar gembor ke masyarakat lah,1,2024,2,24,-1
apresiasi pada dukcapil semoga lebih aman data semua penduduk kita,5,2023,2,15,1
terimakasih atas inovasinya mohon di tuntaskan data yang ada di menu ikd,5,2023,6,6,1
ikd praktis sayangnya sat ini data kurang lengkap yang tercantum cuma ktp dan k,5,2023,5,5,1
saya maudaftar barkotnya tidak ada,2,2023,4,15,-1
manstap satu gengaman untuk semua identitas kependudukan dan yang lainya,5,2023,2,24,1
gak ada pembaruan sama sekali tah,2,2023,10,3,-1
server nya gak kuat buat 1 indo,2,2023,5,27,-1
mbok yo nek buat kebijakan itu jangan malah menyusahkan rakyatini sampe berapa tahun harus menungu coba lagicoba lagibuat kebijakan kok coba,1,2023,3,9,-1
mantap aplikasi sangat membantu,5,2023,1,20,1
